file_path,mask_path,origin_dataset,data_type,doi,dataset_link,paper_link,license,forgery_metadata
random_copy_move/images/IMG_3855.JPG,random_copy_move/masks/IMG_3855.JPG,Maize Cobs Dataset,Body Images,10.1186/s13007-021-00787-6,https://datasetninja.com/maize-cobs,https://doi.org/10.1186/s13007-021-00787-6,CC BY-NC 2.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 2592, 'width': 3888, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/IMG_3855.JPG'}}"
cleaning_using_bf/images/00007.png,cleaning_using_bf/masks/00007_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 520, 'width': 696, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00007.png'}}"
cleaning_using_bf/images/Mar27bS1C2R1_LHr_200x_y.png,cleaning_using_bf/masks/Mar27bS1C2R1_LHr_200x_y.png,Fluorescent Neuronal Cells,Fluorescencent Microscopy,10.6092/unibo/amsacta/6706,https://amsacta.unibo.it/id/eprint/6706/,https://www.nature.com/articles/s41598-021-01929-5#Sec4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 1200, 'width': 1600, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/Mar27bS1C2R1_LHr_200x_y.png'}}"
random_copy_move/images/TCGA-J4-A67Q-01Z-00-DX1-2.tif,random_copy_move/masks/TCGA-J4-A67Q-01Z-00-DX1-2.png,MoNuSAC 2020,Microscopy,10.1109/TMI.2021.3085712,https://monusac-2020.grand-challenge.org/Data/,https://ieeexplore.ieee.org/abstract/document/9446924?casa_token=RVD5ZjFPUJwAAAAA:WqR-dWkLchFwwdtKJGo7GQwwylvOOL6cM796VDb6CDnprbLCYtcm-oMp-0W3MfHiub-Ot0Ab-g,CC BY-NC-SA 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 231, 'width': 275, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/TCGA-J4-A67Q-01Z-00-DX1-2.tif'}}"
cleaning_using_bf/images/174.tif,cleaning_using_bf/masks/174.tif,HeLaCytoNuc: fluorescence microscopy dataset with segmentation masks for cell nuclei and cytoplasm,Fluorescencent Microscopy,10.14278/rodare.3001,https://rodare.hzdr.de/record/3001,No Paper,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 520, 'width': 696, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/174.tif'}}"
random_copy_move/images/7403165_13692452_7_Blots.png,random_copy_move/masks/7403165_13692452_7_Blots.png,Recod.a Western Blots Collection,Western Blots,10.1371/journal.pgen.1007816,---,https://plos.figshare.com/articles/figure/BLM_and_FANCM_play_distinct_roles_in_protecting_Flex1_stability_/7403165,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 123, 'width': 570, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/7403165_13692452_7_Blots.png'}}"
cleaning_using_bf/images/00316.png,cleaning_using_bf/masks/00316_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 256, 'width': 256, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00316.png'}}"
random_copy_move/images/CUZ-118.jpg,random_copy_move/masks/CUZ-118.jpg,Maize Cobs Dataset,Body Images,10.1186/s13007-021-00787-6,https://datasetninja.com/maize-cobs,https://doi.org/10.1186/s13007-021-00787-6,CC BY-NC 2.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 666, 'width': 1000, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/CUZ-118.jpg'}}"
cleaning_using_bf/images/19022600_33841055_4_Blots.png,cleaning_using_bf/masks/19022600_33841055_4_Blots.png,Recod.a Western Blots Collection,Western Blots,10.1371/journal.ppat.1010253,---,https://plos.figshare.com/articles/figure/Expression_profiles_of_MjShoc2_after_FlaA_challenge_/19022600,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 232, 'width': 608, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/19022600_33841055_4_Blots.png'}}"
cleaning_using_bf/images/1707.tif,cleaning_using_bf/masks/1707.tif,HeLaCytoNuc: fluorescence microscopy dataset with segmentation masks for cell nuclei and cytoplasm,Fluorescencent Microscopy,10.14278/rodare.3001,https://rodare.hzdr.de/record/3001,No Paper,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 520, 'width': 696, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/1707.tif'}}"
random_copy_move/images/00364.png,random_copy_move/masks/00364_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 256, 'width': 256, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00364.png'}}"
random_copy_move/images/00269.png,random_copy_move/masks/00269_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 520, 'width': 696, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00269.png'}}"
cleaning_using_bf/images/14265617_27039794_1_Blots.png,cleaning_using_bf/masks/14265617_27039794_1_Blots.png,Recod.a Western Blots Collection,Western Blots,10.1038/s42003-021-02106-0,---,https://figshare.com/articles/figure/Shibuta_et_al_western/14265617,CC0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 617, 'width': 1283, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/14265617_27039794_1_Blots.png'}}"
cleaning_using_bf/images/TCGA-J4-A67T-01Z-00-DX1-1.tif,cleaning_using_bf/masks/TCGA-J4-A67T-01Z-00-DX1-1.png,MoNuSAC 2020,Microscopy,10.1109/TMI.2021.3085712,https://monusac-2020.grand-challenge.org/Data/,https://ieeexplore.ieee.org/abstract/document/9446924?casa_token=RVD5ZjFPUJwAAAAA:WqR-dWkLchFwwdtKJGo7GQwwylvOOL6cM796VDb6CDnprbLCYtcm-oMp-0W3MfHiub-Ot0Ab-g,CC BY-NC-SA 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 388, 'width': 523, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/TCGA-J4-A67T-01Z-00-DX1-1.tif'}}"
cleaning_using_bf/images/1ecd5c901c.png,cleaning_using_bf/masks/1ecd5c901c.png,Electron Microscopy Particle Segmentation (EMPS),Electron Microscopy,10.1021/acs.jcim.0c01455,https://github.com/by256/emps/tree/main,https://pubs.acs.org/doi/10.1021/acs.jcim.0c01455,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 512, 'width': 583, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/1ecd5c901c.png'}}"
cleaning_using_bf/images/f7fa7d1729.png,cleaning_using_bf/masks/f7fa7d1729.png,Electron Microscopy Particle Segmentation (EMPS),Electron Microscopy,10.1021/acs.jcim.0c01455,https://github.com/by256/emps/tree/main,https://pubs.acs.org/doi/10.1021/acs.jcim.0c01455,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 516, 'width': 512, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/f7fa7d1729.png'}}"
cleaning_using_bf/images/478633_808269_7_Blots.png,cleaning_using_bf/masks/478633_808269_7_Blots.png,Recod.a Western Blots Collection,Western Blots,10.1371/journal.pone.0014484,---,https://plos.figshare.com/articles/figure/_947_irradiation_induced_degradation_of_BRCA1_is_mediated_by_the_ubiquitin_proteasomal_pathway_/478633,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 206, 'width': 715, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/478633_808269_7_Blots.png'}}"
cleaning_using_bf/images/00488.png,cleaning_using_bf/masks/00488_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 360, 'width': 360, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00488.png'}}"
random_copy_move/images/9684065_17347532_23_Blots.png,random_copy_move/masks/9684065_17347532_23_Blots.png,Recod.a Western Blots Collection,Western Blots,10.1371/journal.ppat.1008017,---,https://plos.figshare.com/articles/figure/HAdV-C2_cell_entry_induced_an_EGFR_NF_B_signaling_axis_prior_to_early_viral_protein_expression_/9684065,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 203, 'width': 481, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/9684065_17347532_23_Blots.png'}}"
cleaning_using_bf/images/EXP1_2_4HRS_001.tif,cleaning_using_bf/masks/EXP1_2_4HRS_001_manual.png,Broad Bioimage Benchmark Collection,Transwell,10.1038/nmeth.2083,https://bbbc.broadinstitute.org/BBBC019,https://www.nature.com/articles/nmeth.2083,CC BY 3.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 1024, 'width': 1280, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/EXP1_2_4HRS_001.tif'}}"
random_copy_move/images/1485809_2179016_1_Blots.png,random_copy_move/masks/1485809_2179016_1_Blots.png,Recod.a Western Blots Collection,Western Blots,10.1371/journal.pgen.1005390,---,https://plos.figshare.com/articles/figure/_Immunoblot_analysis_of_ER_resident_proteins_with_and_without_overexpression_of_GFP_Snc1_PEM_/1485809,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 81, 'width': 726, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/1485809_2179016_1_Blots.png'}}"
cleaning_using_bf/images/7c5501d292.png,cleaning_using_bf/masks/7c5501d292.png,Electron Microscopy Particle Segmentation (EMPS),Electron Microscopy,10.1021/acs.jcim.0c01455,https://github.com/by256/emps/tree/main,https://pubs.acs.org/doi/10.1021/acs.jcim.0c01455,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 512, 'width': 929, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/7c5501d292.png'}}"
random_copy_move/images/00079.png,random_copy_move/masks/00079_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 256, 'width': 320, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00079.png'}}"
random_copy_move/images/a250.tif,random_copy_move/masks/a250_manual.png,Broad Bioimage Benchmark Collection,Transwell,10.1038/nmeth.2083,https://bbbc.broadinstitute.org/BBBC019,https://www.nature.com/articles/nmeth.2083,CC BY 3.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 1024, 'width': 1024, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/a250.tif'}}"
random_copy_move/images/APUC-255.jpg,random_copy_move/masks/APUC-255.jpg,Maize Cobs Dataset,Body Images,10.1186/s13007-021-00787-6,https://datasetninja.com/maize-cobs,https://doi.org/10.1186/s13007-021-00787-6,CC BY-NC 2.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 666, 'width': 1000, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/APUC-255.jpg'}}"
cleaning_using_bf/images/TCGA-MP-A4SY-01Z-00-DX1_3.tif,cleaning_using_bf/masks/TCGA-MP-A4SY-01Z-00-DX1_3.png,MoNuSAC 2020,Microscopy,10.1109/TMI.2021.3085712,https://monusac-2020.grand-challenge.org/Data/,https://ieeexplore.ieee.org/abstract/document/9446924?casa_token=RVD5ZjFPUJwAAAAA:WqR-dWkLchFwwdtKJGo7GQwwylvOOL6cM796VDb6CDnprbLCYtcm-oMp-0W3MfHiub-Ot0Ab-g,CC BY-NC-SA 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 601, 'width': 560, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/TCGA-MP-A4SY-01Z-00-DX1_3.tif'}}"
random_copy_move/images/00163.png,random_copy_move/masks/00163_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 360, 'width': 360, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00163.png'}}"
cleaning_using_bf/images/969143_1429155_24_Blots.png,cleaning_using_bf/masks/969143_1429155_24_Blots.png,Recod.a Western Blots Collection,Western Blots,10.1371/journal.ppat.1004020,---,https://plos.figshare.com/articles/figure/_JNK2_but_not_JNK1_is_essential_for_virus_induced_apoptosis_/969143,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 493, 'width': 545, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/969143_1429155_24_Blots.png'}}"
random_copy_move/images/HVCA-135.jpg,random_copy_move/masks/HVCA-135.jpg,Maize Cobs Dataset,Body Images,10.1186/s13007-021-00787-6,https://datasetninja.com/maize-cobs,https://doi.org/10.1186/s13007-021-00787-6,CC BY-NC 2.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 666, 'width': 1000, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/HVCA-135.jpg'}}"
random_copy_move/images/LBQU-014.jpg,random_copy_move/masks/LBQU-014.jpg,Maize Cobs Dataset,Body Images,10.1186/s13007-021-00787-6,https://datasetninja.com/maize-cobs,https://doi.org/10.1186/s13007-021-00787-6,CC BY-NC 2.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 666, 'width': 1000, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/LBQU-014.jpg'}}"
cleaning_using_bf/images/TCGA-86-7713-01Z-00-DX1_001.tif,cleaning_using_bf/masks/TCGA-86-7713-01Z-00-DX1_001.png,MoNuSAC 2020,Microscopy,10.1109/TMI.2021.3085712,https://monusac-2020.grand-challenge.org/Data/,https://ieeexplore.ieee.org/abstract/document/9446924?casa_token=RVD5ZjFPUJwAAAAA:WqR-dWkLchFwwdtKJGo7GQwwylvOOL6cM796VDb6CDnprbLCYtcm-oMp-0W3MfHiub-Ot0Ab-g,CC BY-NC-SA 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 446, 'width': 627, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/TCGA-86-7713-01Z-00-DX1_001.tif'}}"
cleaning_using_bf/images/00331.png,cleaning_using_bf/masks/00331_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 256, 'width': 256, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00331.png'}}"
random_copy_move/images/bf57480a38.png,random_copy_move/masks/bf57480a38.png,Electron Microscopy Particle Segmentation (EMPS),Electron Microscopy,10.1021/acs.jcim.0c01455,https://github.com/by256/emps/tree/main,https://pubs.acs.org/doi/10.1021/acs.jcim.0c01455,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 550, 'width': 512, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/bf57480a38.png'}}"
cleaning_using_bf/images/00423.png,cleaning_using_bf/masks/00423_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 360, 'width': 360, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00423.png'}}"
cleaning_using_bf/images/IMG_3034.JPG,cleaning_using_bf/masks/IMG_3034.JPG,Maize Cobs Dataset,Body Images,10.1186/s13007-021-00787-6,https://datasetninja.com/maize-cobs,https://doi.org/10.1186/s13007-021-00787-6,CC BY-NC 2.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 3888, 'width': 2592, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/IMG_3034.JPG'}}"
cleaning_using_bf/images/00113.png,cleaning_using_bf/masks/00113_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 256, 'width': 256, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00113.png'}}"
random_copy_move/images/20211104_t15xy10z4c1.tif,random_copy_move/masks/20211104_t15xy10z4c1_gt.png,TYC Dataset (The TYC Dataset for Understanding Instance-Level Semantics and Motions of Cells in Microstructures),Microscopy,10.1109/ICCVW60793.2023.00426,https://tudatalib.ulb.tu-darmstadt.de/handle/tudatalib/3930,https://openaccess.thecvf.com/content/ICCV2023W/BIC/papers/Reich_The_TYC_Dataset_for_Understanding_Instance-Level_Semantics_and_Motions_of_ICCVW_2023_paper.pdf,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 2304, 'width': 2304, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/20211104_t15xy10z4c1.tif'}}"
random_copy_move/images/20_00.tif,random_copy_move/masks/20_00_manual.png,Broad Bioimage Benchmark Collection,Transwell,10.1038/nmeth.2083,https://bbbc.broadinstitute.org/BBBC019,https://www.nature.com/articles/nmeth.2083,CC BY 3.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 1024, 'width': 1031, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/20_00.tif'}}"
random_copy_move/images/9787274_17548709_4_Blots.png,random_copy_move/masks/9787274_17548709_4_Blots.png,Recod.a Western Blots Collection,Western Blots,10.1371/journal.pone.0221048,---,https://plos.figshare.com/articles/figure/3Cpro-induced_apoptosis_requires_apaf-1_/9787274,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 184, 'width': 1264, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/9787274_17548709_4_Blots.png'}}"
cleaning_using_bf/images/JUN-501.jpg,cleaning_using_bf/masks/JUN-501.jpg,Maize Cobs Dataset,Body Images,10.1186/s13007-021-00787-6,https://datasetninja.com/maize-cobs,https://doi.org/10.1186/s13007-021-00787-6,CC BY-NC 2.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 666, 'width': 1000, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/JUN-501.jpg'}}"
random_copy_move/images/00458.png,random_copy_move/masks/00458_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 520, 'width': 696, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00458.png'}}"
random_copy_move/images/SN90_C_2_000_dic.tif,random_copy_move/masks/SN90_C_2_000_dic_manual.png,Broad Bioimage Benchmark Collection,Transwell,10.1038/nmeth.2083,https://bbbc.broadinstitute.org/BBBC019,https://www.nature.com/articles/nmeth.2083,CC BY 3.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 1024, 'width': 1024, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/SN90_C_2_000_dic.tif'}}"
cleaning_using_bf/images/00108.png,cleaning_using_bf/masks/00108_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 512, 'width': 640, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00108.png'}}"
cleaning_using_bf/images/MAR39S2C2R2_DMR_200x_o.png,cleaning_using_bf/masks/MAR39S2C2R2_DMR_200x_o.png,Fluorescent Neuronal Cells,Fluorescencent Microscopy,10.6092/unibo/amsacta/6706,https://amsacta.unibo.it/id/eprint/6706/,https://www.nature.com/articles/s41598-021-01929-5#Sec4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 1200, 'width': 1600, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/MAR39S2C2R2_DMR_200x_o.png'}}"
